PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"02807, USA",,,,,,,,,
Location:,"Lat, Lon: 41.17, -71.58",,,,,,,,,
Lat (deg N):,41.17,,,,,,,,,
Long (deg W):,71.58,,,,,,,,,
Elev (m):,23,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.557,,,,,,,,,
Capacity Factor (%),"15.9	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
11,2,20,0,0,12,4,0,12,0,0
11,2,21,0,0,13,4,0,13,0,0
11,2,22,0,0,13,5,0,13,0,0
11,2,23,0,0,13,5,0,13,0,0
11,3,0,0,0,14,4,0,14,0,0
11,3,1,0,0,14,4,0,14,0,0
11,3,2,0,0,14,4,0,14,0,0
11,3,3,0,0,14,4,0,14,0,0
11,3,4,0,0,13,4,0,13,0,0
11,3,5,0,0,12,6,0,12,0,0
11,3,6,0,0,11,8,0,11,0,0
11,3,7,555,49,10,8,264.135,12.87,216.633,206.763
11,3,8,751,67,10,8,495.508,16.536,427.656,411.463
11,3,9,849,76,10,7,682.88,20.384,592,569.736
11,3,10,909,76,11,7,801.368,23.496,689.44,663.102
11,3,11,921,78,11,6,841.283,25.635,717.686,690.101
11,3,12,913,76,12,6,804.239,26.043,683.671,657.584
11,3,13,880,70,12,5,692.026,25.484,585.659,563.647
11,3,14,803,60,12,5,515.263,21.861,433.516,417.124
11,3,15,633,43,12,5,282.869,17.026,226.056,215.939
11,3,16,0,0,11,5,0,11,0,0
11,3,17,0,0,10,5,0,10,0,0
11,3,18,0,0,10,5,0,10,0,0
11,3,19,0,0,9,5,0,9,0,0
11,3,20,0,0,8,5,0,8,0,0
11,3,21,0,0,8,5,0,8,0,0
11,3,22,0,0,7,6,0,7,0,0
11,3,23,0,0,6,5,0,6,0,0
11,4,0,0,0,6,5,0,6,0,0
11,4,1,0,0,5,5,0,5,0,0
11,4,2,0,0,5,4,0,5,0,0
11,4,3,0,0,5,4,0,5,0,0
11,4,4,0,0,4,3,0,4,0,0
11,4,5,0,0,4,3,0,4,0,0
11,4,6,0,0,4,2,0,4,0,0
11,4,7,27,67,5,2,79.876,5.068,73.879,67.347
11,4,8,177,135,6,1,244.669,12.04,219.363,209.421
11,4,9,235,190,6,1,379.828,17.299,336.023,322.779
11,4,10,413,197,7,1,557.526,24.456,478.409,460.448
11,4,11,273,238,8,2,494.777,21.461,431.252,414.936
11,4,12,70,226,9,3,294.242,15.754,263.473,252.342
11,4,13,167,195,9,3,330.031,16.086,293.912,281.918
11,4,14,0,76,10,3,72.812,10.889,66.709,60.325
11,4,15,0,33,10,3,31.29,9.147,28.888,23.251
11,4,16,0,0,10,4,0,10,0,0
11,4,17,0,0,10,5,0,10,0,0
11,4,18,0,0,11,6,0,11,0,0
11,4,19,0,0,11,6,0,11,0,0
11,4,20,0,0,11,5,0,11,0,0
11,4,21,0,0,12,5,0,12,0,0
11,4,22,0,0,13,6,0,13,0,0
11,4,23,0,0,13,6,0,13,0,0
11,5,0,0,0,12,7,0,12,0,0
11,5,1,0,0,11,7,0,11,0,0
11,5,2,0,0,10,8,0,10,0,0
11,5,3,0,0,10,8,0,10,0,0
11,5,4,0,0,9,8,0,9,0,0
11,5,5,0,0,9,8,0,9,0,0
11,5,6,0,0,9,9,0,9,0,0
11,5,7,557,48,9,9,261.043,11.615,214.569,204.752
11,5,8,756,66,9,9,492.899,15.001,427.754,411.557
11,5,9,845,76,10,9,675.14,18.695,589.477,567.314
11,5,10,886,82,10,9,790.85,20.427,689.963,663.602
11,5,11,653,137,10,9,699.175,19.255,614.629,591.45
11,5,12,895,78,11,9,787.317,21.408,683.715,657.626
11,5,13,498,142,11,9,512.659,17.698,450.972,433.979
11,5,14,474,98,11,9,376.106,15.608,327.614,314.625
11,5,15,586,45,10,9,267.709,13.004,218.037,208.13
11,5,16,0,0,10,8,0,10,0,0
11,5,17,0,0,9,8,0,9,0,0
11,5,18,0,0,9,8,0,9,0,0
11,5,19,0,0,9,8,0,9,0,0
11,5,20,0,0,9,8,0,9,0,0
11,5,21,0,0,9,8,0,9,0,0
11,5,22,0,0,9,7,0,9,0,0
11,5,23,0,0,9,7,0,9,0,0
11,6,0,0,0,8,7,0,8,0,0
11,6,1,0,0,8,7,0,8,0,0
11,6,2,0,0,8,7,0,8,0,0
11,6,3,0,0,8,7,0,8,0,0
11,6,4,0,0,9,7,0,9,0,0
11,6,5,0,0,9,7,0,9,0,0
11,6,6,0,0,9,7,0,9,0,0
11,6,7,426,49,10,7,215.056,12.324,177.477,168.597
11,6,8,644,69,10,7,436.514,16.121,377.262,362.729
11,6,9,806,78,11,8,648.555,19.968,562.877,541.762
11,6,10,403,195,11,8,545.307,18.63,480.603,462.564
11,6,11,860,85,12,8,798.492,23.297,688.463,662.168
11,6,12,840,84,12,8,755.231,22.885,651.356,626.652
11,6,13,787,80,13,8,637.968,22.119,548.271,527.72
11,6,14,417,105,13,8,352.625,17.786,304.606,292.301
11,6,15,253,63,13,8,168.894,14.804,141.312,133.297
11,6,16,0,0,13,8,0,13,0,0
11,6,17,0,0,13,7,0,13,0,0
11,6,18,0,0,13,7,0,13,0,0
11,6,19,0,0,13,7,0,13,0,0
11,6,20,0,0,12,6,0,12,0,0
11,6,21,0,0,12,6,0,12,0,0
11,6,22,0,0,12,5,0,12,0,0
11,6,23,0,0,12,5,0,12,0,0
11,7,0,0,0,12,5,0,12,0,0
11,7,1,0,0,11,5,0,11,0,0
11,7,2,0,0,11,4,0,11,0,0
11,7,3,0,0,11,3,0,11,0,0
11,7,4,0,0,10,3,0,10,0,0
11,7,5,0,0,10,3,0,10,0,0
11,7,6,0,0,10,3,0,10,0,0
11,7,7,508,46,11,3,239.14,15.083,193.314,184.041
11,7,8,707,66,12,3,462.597,22.106,388.314,373.425
11,7,9,802,76,13,3,641.152,27.875,536.06,515.975
11,7,10,857,78,14,3,758.544,32.015,626.25,602.594
11,7,11,864,82,14,4,795.495,31.388,659.887,634.821
11,7,12,849,81,15,4,756.116,31.603,625.523,601.897
11,7,13,809,75,14,5,644.888,26.499,542.705,522.367
11,7,14,721,64,14,5,468.063,22.877,391.401,376.412
11,7,15,524,45,13,5,243.83,17.191,195.008,185.692
11,7,16,0,0,13,5,0,13,0,0
11,7,17,0,0,13,5,0,13,0,0
11,7,18,0,0,13,5,0,13,0,0
11,7,19,0,0,13,5,0,13,0,0
11,7,20,0,0,13,5,0,13,0,0
11,7,21,0,0,13,5,0,13,0,0
11,7,22,0,0,13,5,0,13,0,0
11,7,23,0,0,13,5,0,13,0,0
11,8,0,0,0,13,4,0,13,0,0
11,8,1,0,0,12,4,0,12,0,0
11,8,2,0,0,11,5,0,11,0,0
11,8,3,0,0,11,6,0,11,0,0
11,8,4,0,0,10,7,0,10,0,0
11,8,5,0,0,8,8,0,8,0,0
11,8,6,0,0,7,7,0,7,0,0
11,8,7,296,55,7,7,173.423,8.63,147.34,139.184
11,8,8,490,91,7,6,372.966,12.541,328.539,315.522
11,8,9,449,146,7,6,480.321,14.699,428.196,411.985
11,8,10,789,85,8,5,712.558,21.343,618.776,595.427
11,8,11,197,238,8,5,421.431,16.039,376.566,362.055
11,8,12,26,195,9,5,215.472,12.521,195.855,186.518
11,8,13,0,121,9,5,118.075,10.26,108.478,101.206
11,8,14,0,78,9,5,75.119,9.25,69.32,62.882
11,8,15,0,34,9,5,32.247,8.331,29.877,24.221
11,8,16,0,0,8,5,0,8,0,0
11,8,17,0,0,8,5,0,8,0,0
11,8,18,0,0,7,5,0,7,0,0
11,8,19,0,0,6,6,0,6,0,0
11,8,20,0,0,5,7,0,5,0,0
11,8,21,0,0,5,7,0,5,0,0
11,8,22,0,0,4,6,0,4,0,0
11,8,23,0,0,4,6,0,4,0,0
11,9,0,0,0,4,6,0,4,0,0
11,9,1,0,0,3,5,0,3,0,0
11,9,2,0,0,3,5,0,3,0,0
11,9,3,0,0,3,5,0,3,0,0
11,9,4,0,0,2,5,0,2,0,0
11,9,5,0,0,2,5,0,2,0,0
11,9,6,0,0,2,5,0,2,0,0
11,9,7,623,39,2,5,265.933,5.767,220.95,210.967
11,9,8,803,56,3,5,497.748,11.774,436.452,419.96
11,9,9,884,66,3,5,674.81,15.625,596.395,573.955
11,9,10,927,70,4,4,791.265,21.334,686.774,660.552
11,9,11,942,71,4,4,832.726,22.485,720.223,692.524
11,9,12,931,70,5,4,794.722,22.737,685.319,659.16
11,9,13,895,64,5,4,680.536,20.162,589.188,567.036
11,9,14,811,56,5,5,503.012,14.571,435.722,419.254
11,9,15,624,39,5,5,267.312,9.65,218.6,208.678
11,9,16,0,0,4,5,0,4,0,0
11,9,17,0,0,4,5,0,4,0,0
11,9,18,0,0,3,5,0,3,0,0
11,9,19,0,0,3,5,0,3,0,0
11,9,20,0,0,2,5,0,2,0,0
11,9,21,0,0,2,4,0,2,0,0
11,9,22,0,0,1,4,0,1,0,0
11,9,23,0,0,1,4,0,1,0,0
11,10,0,0,0,1,4,0,1,0,0
11,10,1,0,0,1,4,0,1,0,0
11,10,2,0,0,0,3,0,0,0,0
11,10,3,0,0,0,3,0,0,0,0
11,10,4,0,0,0,3,0,0,0,0
11,10,5,0,0,0,3,0,0,0,0
11,10,6,0,0,0,2,0,0,0,0
11,10,7,555,41,1,2,245.69,5.762,204.876,195.309
11,10,8,747,60,1,1,470.79,15.331,406.371,390.891
11,10,9,413,149,2,1,457.33,17.023,403.434,388.051
11,10,10,880,74,3,1,757.886,27.028,640.422,616.178
11,10,11,885,78,3,1,793.677,29.431,664.256,639.005
11,10,12,860,79,4,1,754.876,29.393,630.828,606.983
11,10,13,810,75,4,1,639.274,25.826,539.221,519.016
11,10,14,705,66,4,2,456.865,16.838,392.246,377.229
11,10,15,490,46,4,2,230.391,10.007,190.106,180.914
11,10,16,0,0,4,3,0,4,0,0
11,10,17,0,0,4,3,0,4,0,0
11,10,18,0,0,5,4,0,5,0,0
11,10,19,0,0,5,4,0,5,0,0
11,10,20,0,0,6,5,0,6,0,0
11,10,21,0,0,6,5,0,6,0,0
11,10,22,0,0,7,5,0,7,0,0
11,10,23,0,0,7,6,0,7,0,0
11,11,0,0,0,7,6,0,7,0,0
11,11,1,0,0,8,6,0,8,0,0
11,11,2,0,0,8,6,0,8,0,0
11,11,3,0,0,8,6,0,8,0,0
11,11,4,0,0,9,6,0,9,0,0
11,11,5,0,0,9,6,0,9,0,0
11,11,6,0,0,9,6,0,9,0,0
11,11,7,351,48,10,6,183.333,11.983,151.462,143.21
11,11,8,416,97,10,6,337.674,14.954,294.493,282.482
11,11,9,14,154,11,6,163.238,13.083,147.961,139.791
11,11,10,300,204,11,6,462.829,18.145,408.819,393.257
11,11,11,117,232,12,6,351.039,17.575,311.64,299.128
11,11,12,222,215,12,6,406.944,18.415,359.253,345.291
11,11,13,527,125,12,6,505.179,20.22,438.432,421.872
11,11,14,540,97,12,5,405.431,19.409,345.759,332.216
11,11,15,365,57,12,5,198.354,15.185,162.338,153.826
11,11,16,0,0,11,4,0,11,0,0
11,11,17,0,0,10,4,0,10,0,0
11,11,18,0,0,10,3,0,10,0,0
11,11,19,0,0,10,3,0,10,0,0
11,11,20,0,0,10,3,0,10,0,0
11,11,21,0,0,10,2,0,10,0,0
11,11,22,0,0,10,1,0,10,0,0
11,11,23,0,0,10,1,0,10,0,0
11,12,0,0,0,9,2,0,9,0,0
11,12,1,0,0,8,3,0,8,0,0
11,12,2,0,0,8,4,0,8,0,0
11,12,3,0,0,8,5,0,8,0,0
11,12,4,0,0,7,6,0,7,0,0
11,12,5,0,0,7,6,0,7,0,0
11,12,6,0,0,7,6,0,7,0,0
11,12,7,0,42,7,6,40.656,6.432,37.98,32.168
11,12,8,0,93,7,6,91.471,7.386,85.098,78.331
11,12,9,0,54,8,6,51.258,7.749,47.612,41.612
11,12,10,0,96,8,6,91.836,8.414,85.056,78.29
11,12,11,0,94,8,6,89.707,8.43,83.079,76.355
11,12,12,0,44,7,6,41.762,6.571,38.99,33.158
11,12,13,0,34,7,6,32.245,6.339,30.134,24.474
11,12,14,0,73,6,6,70.182,5.991,65.687,59.324
11,12,15,0,30,6,7,28.445,5.365,26.695,21.1
11,12,16,0,0,5,7,0,5,0,0
11,12,17,0,0,5,7,0,5,0,0
11,12,18,0,0,5,7,0,5,0,0
11,12,19,0,0,4,7,0,4,0,0
11,12,20,0,0,4,7,0,4,0,0
11,12,21,0,0,4,7,0,4,0,0
11,12,22,0,0,4,7,0,4,0,0
11,12,23,0,0,4,8,0,4,0,0
11,13,0,0,0,4,7,0,4,0,0
11,13,1,0,0,3,7,0,3,0,0
11,13,2,0,0,3,7,0,3,0,0
11,13,3,0,0,3,7,0,3,0,0
11,13,4,0,0,3,7,0,3,0,0
11,13,5,0,0,3,8,0,3,0,0
11,13,6,0,0,3,8,0,3,0,0
11,13,7,0,16,3,8,15.146,2.143,14.412,9.047
11,13,8,0,68,3,8,65.096,2.895,61.741,55.458
11,13,9,9,148,3,8,153.695,4.248,144.831,136.734
11,13,10,89,211,3,8,292.115,6.374,272.414,261.033
11,13,11,26,201,3,8,222.709,5.472,208.791,199.123
11,13,12,0,125,4,8,121.536,4.92,114.279,106.879
11,13,13,410,145,4,8,448.774,9.667,408.856,393.293
11,13,14,362,102,5,8,315.118,8.992,282.712,271.039
11,13,15,547,42,5,7,242.775,8.073,200.277,190.828
11,13,16,0,0,4,7,0,4,0,0
11,13,17,0,0,4,7,0,4,0,0
11,13,18,0,0,4,7,0,4,0,0
11,13,19,0,0,3,7,0,3,0,0
11,13,20,0,0,3,7,0,3,0,0
11,13,21,0,0,2,7,0,2,0,0
11,13,22,0,0,2,7,0,2,0,0
11,13,23,0,0,1,7,0,1,0,0
11,14,0,0,0,1,7,0,1,0,0
11,14,1,0,0,0,7,0,0,0,0
11,14,2,0,0,0,7,0,0,0,0
11,14,3,0,0,0,7,0,0,0,0
11,14,4,0,0,0,7,0,0,0,0
11,14,5,0,0,0,6,0,0,0,0
11,14,6,0,0,0,6,0,0,0,0
11,14,7,293,47,0,6,159.49,1.498,138.152,130.211
11,14,8,557,73,1,6,382.407,6.655,343.406,329.936
11,14,9,820,88,2,5,649.722,13.942,578.06,556.349
11,14,10,771,83,4,5,682.873,17.035,604.091,581.341
11,14,11,876,100,5,5,808.18,20.532,704.993,677.972
11,14,12,863,96,6,5,767.664,20.95,667.149,641.774
11,14,13,820,87,6,5,651.628,18.622,567.853,546.544
11,14,14,716,72,7,5,466.209,15.811,401.584,386.262
11,14,15,489,47,7,5,227.811,10.824,186.675,177.568
11,14,16,0,0,7,6,0,7,0,0
11,14,17,0,0,6,6,0,6,0,0
11,14,18,0,0,6,6,0,6,0,0
11,14,19,0,0,6,6,0,6,0,0
11,14,20,0,0,6,6,0,6,0,0
11,14,21,0,0,6,6,0,6,0,0
11,14,22,0,0,5,5,0,5,0,0
11,14,23,0,0,5,5,0,5,0,0
11,15,0,0,0,5,5,0,5,0,0
11,15,1,0,0,5,5,0,5,0,0
11,15,2,0,0,5,5,0,5,0,0
11,15,3,0,0,5,5,0,5,0,0
11,15,4,0,0,5,4,0,5,0,0
11,15,5,0,0,5,4,0,5,0,0
11,15,6,0,0,5,4,0,5,0,0
11,15,7,519,41,5,4,226.843,8.399,185.829,176.743
11,15,8,738,66,6,4,462.018,15.129,397.943,382.74
11,15,9,836,82,7,4,651.083,20.799,561.203,540.153
11,15,10,879,91,8,4,769.707,24.789,656.812,631.877
11,15,11,888,95,9,3,809.327,28.671,679.399,653.497
11,15,12,874,92,10,3,769.107,28.802,644.044,619.648
11,15,13,832,82,10,3,652.1,25.975,548.956,528.379
11,15,14,739,66,10,3,467.125,21.31,391.781,376.78
11,15,15,529,42,10,3,235.225,15.243,187.831,178.695
11,15,16,0,0,9,4,0,9,0,0
11,15,17,0,0,9,4,0,9,0,0
11,15,18,0,0,9,4,0,9,0,0
11,15,19,0,0,9,4,0,9,0,0
11,15,20,0,0,8,5,0,8,0,0
11,15,21,0,0,8,5,0,8,0,0
11,15,22,0,0,7,5,0,7,0,0
11,15,23,0,0,7,5,0,7,0,0
11,16,0,0,0,7,5,0,7,0,0
11,16,1,0,0,6,4,0,6,0,0
11,16,2,0,0,6,4,0,6,0,0
11,16,3,0,0,6,4,0,6,0,0
11,16,4,0,0,6,4,0,6,0,0
11,16,5,0,0,6,3,0,6,0,0
11,16,6,0,0,6,3,0,6,0,0
11,16,7,118,50,6,2,100.316,6.662,88.018,81.189
11,16,8,491,79,7,2,352.52,15.063,305.276,292.951
11,16,9,494,123,7,2,473.311,19.215,412.118,396.447
11,16,10,269,198,8,2,429.768,19.44,377.245,362.713
11,16,11,244,215,9,1,439.08,22.997,379.66,365.05
11,16,12,626,120,9,1,619.642,28.516,519.966,500.486
11,16,13,482,127,10,1,472.678,25.898,399.263,384.017
11,16,14,228,112,10,1,249.071,18.238,215.585,205.742
11,16,15,19,51,9,1,60.536,9.843,54.849,48.704
11,16,16,0,0,9,1,0,9,0,0
11,16,17,0,0,8,1,0,8,0,0
11,16,18,0,0,8,1,0,8,0,0
11,16,19,0,0,8,1,0,8,0,0
11,16,20,0,0,8,1,0,8,0,0
11,16,21,0,0,7,1,0,7,0,0
11,16,22,0,0,7,2,0,7,0,0
11,16,23,0,0,7,2,0,7,0,0
11,17,0,0,0,6,2,0,6,0,0
11,17,1,0,0,6,2,0,6,0,0
11,17,2,0,0,6,2,0,6,0,0
11,17,3,0,0,6,2,0,6,0,0
11,17,4,0,0,6,2,0,6,0,0
11,17,5,0,0,6,2,0,6,0,0
11,17,6,0,0,6,2,0,6,0,0
11,17,7,389,43,6,2,184.583,9.043,152.078,143.811
11,17,8,625,70,7,1,408.49,18.875,346.183,332.627
11,17,9,738,83,7,1,587.279,25.493,495.139,476.575
11,17,10,571,134,8,0,591.269,32.768,486.086,467.849
11,17,11,822,86,9,0,743.664,38.58,594.499,572.135
11,17,12,806,84,9,0,705.583,38.317,563.747,542.598
11,17,13,763,76,10,0,596.988,35.591,479.521,461.52
11,17,14,659,64,10,0,424.186,29.215,342.801,329.349
11,17,15,438,41,9,0,202.885,19.073,159.869,151.417
11,17,16,0,0,9,1,0,9,0,0
11,17,17,0,0,9,1,0,9,0,0
11,17,18,0,0,8,2,0,8,0,0
11,17,19,0,0,8,2,0,8,0,0
11,17,20,0,0,8,3,0,8,0,0
11,17,21,0,0,8,3,0,8,0,0
11,17,22,0,0,8,3,0,8,0,0
11,17,23,0,0,8,3,0,8,0,0
11,18,0,0,0,8,3,0,8,0,0
11,18,1,0,0,8,3,0,8,0,0
11,18,2,0,0,8,3,0,8,0,0
11,18,3,0,0,8,3,0,8,0,0
11,18,4,0,0,8,3,0,8,0,0
11,18,5,0,0,8,3,0,8,0,0
11,18,6,0,0,8,3,0,8,0,0
11,18,7,337,40,8,3,164.065,10.218,134.779,126.915
11,18,8,230,106,9,3,240.562,13.555,212.122,202.369
11,18,9,725,85,11,3,579.246,23.894,491.934,473.485
11,18,10,279,193,12,2,430.088,23.726,369.98,355.679
11,18,11,385,188,12,2,513.612,25.438,438.509,421.946
11,18,12,350,190,12,2,479.551,24.816,410.24,394.631
11,18,13,745,80,12,2,588.333,27.558,491.319,472.893
11,18,14,621,69,12,3,409.63,21.747,343.135,329.673
11,18,15,385,44,11,3,188.083,14.941,151.891,143.628
11,18,16,0,0,11,3,0,11,0,0
11,18,17,0,0,11,3,0,11,0,0
11,18,18,0,0,11,3,0,11,0,0
11,18,19,0,0,11,3,0,11,0,0
11,18,20,0,0,11,3,0,11,0,0
11,18,21,0,0,11,3,0,11,0,0
11,18,22,0,0,11,3,0,11,0,0
11,18,23,0,0,10,3,0,10,0,0
11,19,0,0,0,10,3,0,10,0,0
11,19,1,0,0,10,3,0,10,0,0
11,19,2,0,0,10,2,0,10,0,0
11,19,3,0,0,10,2,0,10,0,0
11,19,4,0,0,10,2,0,10,0,0
11,19,5,0,0,10,2,0,10,0,0
11,19,6,0,0,10,2,0,10,0,0
11,19,7,0,36,10,2,34.989,8.87,32.342,26.639
11,19,8,0,85,11,2,83.813,11.391,76.618,70.029
11,19,9,70,161,12,1,216.747,17.145,192.259,183.012
11,19,10,40,186,12,1,227.074,18.183,201.088,191.618
11,19,11,318,199,13,1,475.027,27.015,402.704,387.344
11,19,12,463,159,13,1,536.159,30.019,446.979,430.124
11,19,13,374,143,13,1,418.71,26.762,352.646,338.89
11,19,14,217,109,13,1,239.44,20.616,204.942,195.373
11,19,15,224,49,12,1,140.182,15.472,115.735,108.303
11,19,16,0,0,12,1,0,12,0,0
11,19,17,0,0,11,2,0,11,0,0
11,19,18,0,0,11,2,0,11,0,0
11,19,19,0,0,10,3,0,10,0,0
11,19,20,0,0,9,3,0,9,0,0
11,19,21,0,0,9,4,0,9,0,0
11,19,22,0,0,8,4,0,8,0,0
11,19,23,0,0,8,4,0,8,0,0
11,20,0,0,0,7,4,0,7,0,0
11,20,1,0,0,7,4,0,7,0,0
11,20,2,0,0,7,4,0,7,0,0
11,20,3,0,0,7,3,0,7,0,0
11,20,4,0,0,7,3,0,7,0,0
11,20,5,0,0,7,3,0,7,0,0
11,20,6,0,0,7,3,0,7,0,0
11,20,7,98,44,7,3,86.452,7.279,75.694,69.124
11,20,8,203,104,7,3,224.036,10.934,200.013,190.57
11,20,9,378,138,8,3,411.63,16.881,362.521,348.457
11,20,10,315,184,8,2,444.367,19.62,389.335,374.413
11,20,11,2,160,9,2,160.389,12.995,145.571,137.457
11,20,12,47,189,9,2,235.955,14.064,212.839,203.067
11,20,13,23,149,9,2,164.923,12.369,149.839,141.625
11,20,14,0,95,9,2,94.718,10.149,87.062,80.253
11,20,15,0,11,8,3,10.407,6.659,9.712,4.434
11,20,16,0,0,8,3,0,8,0,0
11,20,17,0,0,8,3,0,8,0,0
11,20,18,0,0,8,3,0,8,0,0
11,20,19,0,0,8,4,0,8,0,0
11,20,20,0,0,8,4,0,8,0,0
11,20,21,0,0,8,4,0,8,0,0
11,20,22,0,0,8,4,0,8,0,0
11,20,23,0,0,8,5,0,8,0,0
11,21,0,0,0,8,5,0,8,0,0
11,21,1,0,0,8,5,0,8,0,0
11,21,2,0,0,8,5,0,8,0,0
11,21,3,0,0,8,5,0,8,0,0
11,21,4,0,0,8,4,0,8,0,0
11,21,5,0,0,8,4,0,8,0,0
11,21,6,0,0,8,4,0,8,0,0
11,21,7,0,6,8,3,5.673,6.274,5.303,0.105
11,21,8,0,24,8,3,22.735,6.716,21.213,15.721
11,21,9,0,107,9,3,104.589,9.816,96.276,89.27
11,21,10,0,118,9,2,114.825,10.492,105.385,98.182
11,21,11,0,96,9,2,91.92,9.886,84.588,77.831
11,21,12,0,70,9,1,66.499,9.135,61.397,55.12
11,21,13,0,65,9,1,61.728,8.824,57.069,50.881
11,21,14,32,106,9,1,128.936,11.085,117.243,109.777
11,21,15,0,9,9,1,8.512,7.363,7.92,2.675
11,21,16,0,0,9,1,0,9,0,0
11,21,17,0,0,9,0,0,9,0,0
11,21,18,0,0,9,0,0,9,0,0
11,21,19,0,0,9,0,0,9,0,0
11,21,20,0,0,9,0,0,9,0,0
11,21,21,0,0,9,0,0,9,0,0
11,21,22,0,0,9,1,0,9,0,0
11,21,23,0,0,9,1,0,9,0,0
11,22,0,0,0,9,1,0,9,0,0
11,22,1,0,0,9,1,0,9,0,0
11,22,2,0,0,9,2,0,9,0,0
11,22,3,0,0,9,2,0,9,0,0
11,22,4,0,0,9,2,0,9,0,0
11,22,5,0,0,9,2,0,9,0,0
11,22,6,0,0,9,2,0,9,0,0
11,22,7,0,26,9,2,24.655,7.559,22.92,17.396
11,22,8,0,66,9,1,63.642,8.645,58.884,52.659
11,22,9,0,34,9,1,32.239,7.796,29.939,24.282
11,22,10,0,98,10,1,94.192,10.752,86.349,79.555
11,22,11,195,210,10,1,383.327,20.566,335.16,321.942
11,22,12,361,175,10,1,467.366,24.611,399.923,384.656
11,22,13,84,162,10,1,227.561,17.523,201.39,191.912
11,22,14,81,109,10,1,157.462,13.968,140.336,132.345
11,22,15,62,51,9,1,80.339,9.988,71.009,64.536
11,22,16,0,0,9,2,0,9,0,0
11,22,17,0,0,9,1,0,9,0,0
11,22,18,0,0,9,1,0,9,0,0
11,22,19,0,0,8,2,0,8,0,0
11,22,20,0,0,8,2,0,8,0,0
11,22,21,0,0,8,2,0,8,0,0
11,22,22,0,0,8,2,0,8,0,0
11,22,23,0,0,7,2,0,7,0,0
11,23,0,0,0,7,2,0,7,0,0
11,23,1,0,0,7,2,0,7,0,0
11,23,2,0,0,6,2,0,6,0,0
11,23,3,0,0,6,2,0,6,0,0
11,23,4,0,0,6,2,0,6,0,0
11,23,5,0,0,6,2,0,6,0,0
11,23,6,0,0,6,2,0,6,0,0
11,23,7,361,37,7,2,163.632,9.46,133.099,125.274
11,23,8,620,65,8,1,390.021,19.163,328.418,315.404
11,23,9,742,78,9,1,571.648,26.848,477.745,459.808
11,23,10,808,82,10,1,689.256,32.116,566.967,545.692
11,23,11,540,146,10,1,588.23,29.675,491.441,473.01
11,23,12,393,168,11,2,492.237,24.42,421.458,405.474
11,23,13,478,120,11,2,456.423,23.154,389.954,375.012
11,23,14,63,107,10,2,146.108,13.644,130.694,122.924
11,23,15,0,36,9,2,34.945,8.394,32.368,26.665
11,23,16,0,0,9,2,0,9,0,0
11,23,17,0,0,9,3,0,9,0,0
11,23,18,0,0,9,3,0,9,0,0
11,23,19,0,0,9,3,0,9,0,0
11,23,20,0,0,9,3,0,9,0,0
11,23,21,0,0,9,4,0,9,0,0
11,23,22,0,0,9,3,0,9,0,0
11,23,23,0,0,9,3,0,9,0,0
11,24,0,0,0,9,3,0,9,0,0
11,24,1,0,0,9,4,0,9,0,0
11,24,2,0,0,9,4,0,9,0,0
11,24,3,0,0,9,4,0,9,0,0
11,24,4,0,0,9,4,0,9,0,0
11,24,5,0,0,9,4,0,9,0,0
11,24,6,0,0,9,4,0,9,0,0
11,24,7,0,22,9,4,20.852,7.822,19.362,13.905
11,24,8,0,80,10,4,79.061,10.184,72.659,66.153
11,24,9,0,99,11,4,96.369,11.711,87.972,81.144
11,24,10,0,114,11,4,110.84,12.073,101.02,93.912
11,24,11,0,55,11,4,52.22,10.794,47.863,41.858
11,24,12,0,40,12,4,37.951,11.359,34.698,28.95
11,24,13,0,30,12,4,28.441,11.115,26.031,20.448
11,24,14,32,103,12,5,125.82,13.131,113.346,105.966
11,24,15,0,42,12,5,42.103,11.643,38.446,32.625
11,24,16,0,0,12,5,0,12,0,0
11,24,17,0,0,12,5,0,12,0,0
11,24,18,0,0,13,5,0,13,0,0
11,24,19,0,0,13,5,0,13,0,0
11,24,20,0,0,13,5,0,13,0,0
11,24,21,0,0,13,5,0,13,0,0
11,24,22,0,0,13,5,0,13,0,0
11,24,23,0,0,13,6,0,13,0,0
11,25,0,0,0,13,6,0,13,0,0
11,25,1,0,0,14,7,0,14,0,0
11,25,2,0,0,14,7,0,14,0,0
11,25,3,0,0,14,8,0,14,0,0
11,25,4,0,0,14,7,0,14,0,0
11,25,5,0,0,14,6,0,14,0,0
11,25,6,0,0,13,6,0,13,0,0
11,25,7,0,17,13,6,16.101,12.053,14.676,9.306
